"id","card_id_all","pack_code","card_id_pack","name","name_english","card_category","card_class","rarity"
"569","569","A2common","198","パチリスex","","1","","3"
"570","570","A2common","199","ムウマージex","","1","","3"
"571","571","A2common","200","エルレイドex","","1","","3"
"572","572","A2common","201","マニューラex","","1","","3"
"573","573","A2common","202","ダークライex","","1","","3"
"574","574","A2common","203","ベロベルトex","","1","","3"
"575","575","A2common","204","パルキアex","","1","","3"
"576","576","A2common","205","ディアルガex","","1","","3"
"577","577","A2common","206","パルキアex","","1","","4"
"578","578","A2common","207","ディアルガex","","1","","4"
"579","579","promoA","1","きずぐすり","","2","5","0"
"580","580","promoA","2","スピーダー","","2","5","0"
"581","581","promoA","3","ハンドスコープ","","2","5","0"
"582","582","promoA","4","ポケモン図鑑","","2","5","0"
"583","583","promoA","5","モンスターボール","","2","5","0"
"584","584","promoA","6","レッドカード","","2","5","0"
"585","585","promoA","7","博士の研究","","2","4","0"
"586","586","promoA","8","ポケモン図鑑","","2","5","0"
"587","587","promoA","9","ピカチュウ","","1","","0"
"588","588","promoA","10","ミュウツー","","1","","0"
"589","589","promoA","11","ラッキー","","1","","0"
"590","590","promoA","12","ニャース","","1","","0"
"591","591","promoA","13","バタフリー","","1","","0"
"592","592","promoA","14","ラプラスex","","1","","0"
"593","593","promoA","15","ピカチュウ","","1","","0"
"594","594","promoA","16","ピッピ","","1","","0"
"595","595","promoA","17","マンキー","","1","","0"
"596","596","promoA","18","フシギバナ","","1","","0"
"597","597","promoA","19","ゲッコウガ","","1","","0"
"598","598","promoA","20","ゴースト","","1","","0"
"599","599","promoA","21","イワーク","","1","","0"
"600","600","promoA","22","プリン","","1","","0"
"601","601","promoA","23","フシギダネ","","1","","0"
"602","602","promoA","24","コイル","","1","","0"
"603","603","promoA","25","ファイヤーex","","1","","0"
"604","604","promoA","26","ピカチュウ","","1","","0"
"605","605","promoA","27","ツタージャ","","1","","0"
"606","606","promoA","28","ウルガモス","","1","","0"
"607","607","promoA","29","カメックス","","1","","0"
"608","608","promoA","30","イーブイ","","1","","0"
"609","609","promoA","31","チラチーノ","","1","","0"
"610","610","promoA","32","ヒトカゲ","","1","","0"
"611","611","promoA","33","ゼニガメ","","1","","0"
